"id"|"first_name"|"last_name"|"address_1"|"suburb"|"state"|"postcode"|"policy_type"|"claim_date"|"claim_amount"
15667|"Serina"|"Reese"|"Ap #311-8517 Aliquam Road"|"Lithgow"|"NSW"|2790|"theft"|"12/15/2014"|$19,415.91
15679|"Angelica"|"Ramos"|"4638 Posuere Street"|"Mildura"|"VIC"|3500|"breakage"|04/05/16|$38,049.33
15691|"Azalia"|"Gill"|"Ap #373-7850 Ipsum. Road"|"Ballarat"|"VIC"|3350|"mud"|"10/24/2014"|$17,167.03
15703|"Madeline"|"Parsons"|"P.O. Box 788, 8369 Lobortis. Road"|"Brisbane"|"QLD"|4000|"theft"|"09/26/2014"|$12,737.07
15715|"Ima"|"Dalton"|"Ap #683-3651 Nam Street"|"Campbelltown"|"NSW"|2560|"hail"|"10/17/2014"|$39,443.23
15727|"Aileen"|"Hebert"|"2895 Aliquet. Street"|"Broken Hill"|"NSW"|2880|"flood"|"09/26/2014"|$26,582.09
15739|"Hayley"|"Dorsey"|"1408 Cum Rd."|"Mount Isa"|"QLD"|4825|"flood"|07/05/14|$44,333.33
15751|"Karina"|"Baird"|"P.O. Box 685, 5769 Vestibulum Ave"|"Hervey Bay"|"QLD"|4655|"flood"|"06/16/2014"|$22,181.83
15763|"Meredith"|"Ford"|"9797 Condimentum Street"|"Mackay"|"QLD"|4740|"flood"|"01/31/2015"|$44,931.82
15775|"Alexandra"|"Hunt"|"P.O. Box 712, 4534 Luctus Rd."|"Tamworth"|"NSW"|2340|"theft"|"05/22/2014"|$34,657.86
15787|"Teegan"|"Mejia"|"732-7278 Nulla St."|"Belgrave"|"VIC"|3160|"fire"|04/08/16|$48,636.58
15799|"Iona"|"Stout"|"P.O. Box 870, 4479 Cursus Rd."|"Warrnambool"|"VIC"|3280|"mud"|"06/14/2015"|$29,841.54
15811|"Tanya"|"Saunders"|"P.O. Box 205, 3187 Et St."|"Port Pirie"|"SA"|5540|"hail"|08/03/14|$17,822.93
15823|"Indira"|"Dawson"|"417-958 Consectetuer Road"|"Port Pirie"|"SA"|5540|"flood"|"09/15/2015"|$34,043.45
15835|"Stella"|"Kirby"|"P.O. Box 920, 5407 Tempor Rd."|"Maryborough"|"QLD"|4650|"fire"|01/05/15|$37,321.62
15847|"Kaden"|"Mercado"|"352 Tincidunt St."|"Traralgon"|"VIC"|3844|"flood"|"07/31/2014"|$48,261.73
15859|"Tashya"|"Butler"|"Ap #881-9586 Mi St."|"Redlands"|"QLD"|"#N/A"|"theft"|"12/22/2015"|$37,520.73
15871|"Nadine"|"Reese"|"P.O. Box 902, 1245 Neque Road"|"Penrith"|"NSW"|2750|"mud"|09/11/15|$22,186.99
15883|"MacKenzie"|"Thomas"|"P.O. Box 278, 6961 Aliquam Rd."|"Mount Isa"|"QLD"|4825|"theft"|"03/24/2015"|$27,433.58
15895|"Nola"|"Benson"|"466-3184 Enim St."|"Queanbeyan"|"NSW"|2620|"breakage"|"04/30/2015"|$9,306.43
15907|"Nina"|"Bryant"|"127-3728 Dolor. Street"|"Albury"|"NSW"|2640|"mud"|09/04/15|$31,388.22
15919|"Judith"|"Livingston"|"Ap #185-5683 Tellus Av."|"Belmont"|"WA"|6104|"hail"|"08/15/2015"|$22,297.87
15931|"Shay"|"Petersen"|"236-5460 Sit Av."|"Toowoomba"|"QLD"|4350|"breakage"|07/06/14|$26,037.40
15943|"Pascale"|"Shields"|"Ap #337-7760 Egestas Street"|"Whyalla"|"SA"|5600|"mud"|12/04/15|$24,716.93
15955|"Yoshi"|"Rowland"|"746-1422 Orci Ave"|"Penrith"|"NSW"|2750|"hail"|"09/22/2015"|$34,338.10
15967|"Gloria"|"Woodward"|"Ap #442-6149 Augue, Avenue"|"Newcastle"|"NSW"|2300|"flood"|"01/29/2015"|$14,398.44
15979|"Teegan"|"Berg"|"8542 Maecenas Avenue"|"Armidale"|"NSW"|2350|"fire"|"02/22/2016"|$9,341.11
15991|"Kirestin"|"Puckett"|"4355 Neque Rd."|"Moe"|"VIC"|3825|"hail"|"10/31/2015"|$36,332.50
16003|"Alyssa"|"Gomez"|"P.O. Box 890, 5647 Aliquam Av."|"Broken Hill"|"NSW"|2880|"fire"|11/11/14|$32,146.64
16015|"Odessa"|"Dorsey"|"Ap #679-5539 Vehicula. St."|"Palmerston"|"NT"|"#N/A"|"breakage"|"10/16/2015"|$45,120.55
16027|"Evelyn"|"Good"|"4213 Amet Rd."|"Cessnock"|"NSW"|2325|"theft"|06/10/15|$39,374.01
16039|"Fallon"|"Nguyen"|"P.O. Box 375, 5955 Molestie Rd."|"Darwin"|"NT"|"#N/A"|"theft"|07/11/15|$26,146.01
16051|"Maris"|"Stanley"|"P.O. Box 477, 1641 Enim, Rd."|"Cessnock"|"NSW"|2325|"fire"|"05/29/2015"|$2,569.86
16063|"Rhea"|"Foreman"|"P.O. Box 210, 666 Ullamcorper Avenue"|"Penrith"|"NSW"|2750|"hail"|07/12/14|$38,033.39
16075|"Ayanna"|"Butler"|"Ap #990-7570 Elit Ave"|"Wollongong"|"NSW"|2500|"fire"|02/12/16|$37,178.34
16087|"Cassidy"|"Giles"|"P.O. Box 986, 8603 Ornare Street"|"Sale"|"VIC"|3850|"mud"|02/02/16|$41,532.23
16099|"Eugenia"|"Pittman"|"257-2084 Mauris Av."|"Fremantle"|"WA"|6160|"hail"|07/03/15|$22,300.91
16111|"Ori"|"Mosley"|"Ap #921-2367 Diam St."|"Swan Hill"|"VIC"|3585|"breakage"|"02/14/2016"|$49,500.36
16123|"Janna"|"Weber"|"7949 A Road"|"Mackay"|"QLD"|4740|"flood"|11/04/15|$18,824.55
16135|"Britanney"|"Parker"|"653-9791 Luctus St."|"Melton"|"VIC"|3337|"breakage"|08/06/14|$46,609.25
16147|"Galena"|"Bryant"|"P.O. Box 429, 4366 Netus Ave"|"Mount Isa"|"QLD"|4825|"flood"|02/02/16|$14,603.23
16159|"Kiona"|"Carlson"|"848-7712 A, St."|"Wanneroo"|"WA"|6065|"flood"|"09/29/2014"|$12,906.26
16171|"Scarlet"|"Wilkins"|"P.O. Box 959, 1838 Lorem, St."|"Murray Bridge"|"SA"|5253|"theft"|"11/22/2014"|$10,432.28
16183|"Elaine"|"Merrill"|"8241 Erat Ave"|"Murray Bridge"|"SA"|5253|"breakage"|"04/25/2015"|$4,626.57
16195|"Alyssa"|"Newton"|"635-7265 Aenean Rd."|"Redcliffe"|"QLD"|4020|"mud"|01/10/15|$17,422.03
16207|"Irene"|"Washington"|"P.O. Box 283, 9146 Felis Street"|"Newcastle"|"NSW"|2300|"breakage"|"04/16/2016"|$30,578.19
16219|"Teegan"|"Blair"|"Ap #257-780 In Avenue"|"Perth"|"WA"|6000|"hail"|"05/24/2015"|$21,248.59
16231|"Olivia"|"Trevino"|"P.O. Box 308, 7240 Pretium Avenue"|"Gladstone"|"QLD"|4680|"fire"|"12/17/2015"|$32,350.41
16243|"Lavinia"|"Benton"|"5379 Ac Ave"|"Warrnambool"|"VIC"|3280|"hail"|02/09/15|$1,685.74
16255|"Sydnee"|"Howell"|"P.O. Box 766, 8738 Lorem. St."|"Campbelltown"|"NSW"|2560|"theft"|01/03/16|$10,261.41
16267|"Winter"|"Sawyer"|"742-7750 Quisque Road"|"Campbelltown"|"NSW"|2560|"theft"|"03/29/2015"|$46,503.20
16279|"Beverly"|"Faulkner"|"P.O. Box 917, 5256 Lobortis St."|"Mackay"|"QLD"|4740|"mud"|01/01/16|$9,095.46
16291|"Chastity"|"Roth"|"Ap #661-3449 Morbi St."|"Redlands"|"QLD"|"#N/A"|"fire"|02/12/16|$26,944.90
16303|"Serena"|"Hopkins"|"953-9594 Viverra. Ave"|"Melville"|"WA"|6156|"hail"|"03/27/2015"|$35,436.73
16315|"Rebekah"|"Morgan"|"P.O. Box 280, 4211 Feugiat St."|"Mackay"|"QLD"|4740|"flood"|12/10/15|$34,820.69
16327|"Melanie"|"Grant"|"P.O. Box 274, 6972 Commodo Rd."|"Launceston"|"TAS"|7250|"mud"|"01/25/2016"|$30,969.14
16339|"Rhea"|"Kane"|"1286 Blandit Rd."|"Burnie"|"TAS"|7320|"theft"|10/08/14|$8,715.82
16351|"Brynn"|"Blackburn"|"644-8706 Tortor Ave"|"Armidale"|"NSW"|2350|"hail"|"10/30/2015"|$47,524.35
16363|"Penelope"|"Little"|"7002 Metus. Av."|"Wanneroo"|"WA"|6065|"breakage"|"07/25/2014"|$15,631.13
16375|"Jordan"|"Kelley"|"565-3790 Turpis. Rd."|"Port Lincoln"|"SA"|5606|"mud"|"12/25/2014"|$11,147.38
16387|"Emerald"|"Carpenter"|"Ap #767-4708 Aliquam, Av."|"Murray Bridge"|"SA"|5253|"mud"|04/06/16|$28,220.56
16399|"Blaine"|"Martinez"|"372-9571 Dui, St."|"Mount Isa"|"QLD"|4825|"fire"|"09/16/2015"|$17,482.56
16411|"Cassandra"|"Moody"|"368-4812 Feugiat. Rd."|"Hervey Bay"|"QLD"|4655|"hail"|01/05/16|$10,226.74
16423|"Dominique"|"Taylor"|"541-2748 Posuere St."|"Melton"|"VIC"|3337|"mud"|"06/20/2014"|$49,808.12
16435|"Amethyst"|"Potter"|"P.O. Box 256, 8180 Quis, Avenue"|"Mildura"|"VIC"|3500|"mud"|04/05/16|$38,382.41
16447|"Leilani"|"Blanchard"|"Ap #490-6678 Dui Rd."|"Orange"|"NSW"|2800|"flood"|05/11/14|$37,356.03
16459|"Iola"|"Watkins"|"2907 Condimentum. Rd."|"Orange"|"NSW"|2800|"flood"|"03/25/2015"|$19,908.28
16471|"Scarlet"|"Gallagher"|"P.O. Box 288, 2246 Nunc Av."|"Orange"|"NSW"|2800|"fire"|04/06/16|$35,655.98
16483|"Deanna"|"Koch"|"Ap #958-9977 Ac Street"|"Whyalla"|"SA"|5600|"mud"|"02/13/2016"|$10,610.67
16495|"Charity"|"Kirk"|"716-8693 Blandit St."|"Stirling"|"WA"|6021|"theft"|10/07/14|$46,294.70
16507|"Ignacia"|"Wright"|"851-3519 Proin Ave"|"Grafton"|"NSW"|2460|"hail"|"08/14/2015"|$49,760.71
16519|"Isabella"|"Pena"|"137-8945 Et Road"|"Grafton"|"NSW"|2460|"fire"|"03/14/2016"|$5,310.75
16531|"Madonna"|"Fisher"|"Ap #682-6215 Facilisis. Road"|"Dubbo"|"NSW"|2830|"mud"|"03/23/2016"|$29,486.28
16543|"Stella"|"Cain"|"674-265 Cum Street"|"Hamilton"|"VIC"|3300|"fire"|"06/27/2014"|$22,334.31
16555|"Sybill"|"Cantu"|"1612 Eleifend Rd."|"Mildura"|"VIC"|3500|"fire"|"05/24/2015"|$2,184.71
16567|"Jamalia"|"Kane"|"P.O. Box 986, 7991 Velit. Av."|"Wodonga"|"VIC"|3689|"hail"|02/04/16|$27,371.28
16579|"Mia"|"Sellers"|"Ap #865-7072 Risus Rd."|"Redlands"|"QLD"|"#N/A"|"mud"|05/07/15|$35,454.57
16591|"Kyla"|"Chambers"|"374-3735 Purus. St."|"Penrith"|"NSW"|2750|"breakage"|"06/29/2014"|$32,975.45
16603|"Vivian"|"Curry"|"Ap #507-6932 Rutrum Av."|"Cessnock"|"NSW"|2325|"flood"|07/12/15|$19,991.50
16615|"Hollee"|"Hogan"|"7544 Tristique Street"|"Tamworth"|"NSW"|2340|"breakage"|"05/16/2015"|$14,340.68
16627|"Claudia"|"Jacobson"|"P.O. Box 923, 6737 Sem. Road"|"Port Lincoln"|"SA"|5606|"breakage"|05/10/15|$28,375.57
16639|"Kiara"|"Schroeder"|"8832 Faucibus Street"|"Newcastle"|"NSW"|2300|"mud"|"11/29/2014"|$37,448.13
16651|"Amy"|"Thornton"|"249-5549 Eget, St."|"Warrnambool"|"VIC"|3280|"flood"|"10/21/2015"|$3,080.71
16663|"Adena"|"Little"|"P.O. Box 430, 844 Hendrerit. St."|"Geelong"|"VIC"|3220|"fire"|"01/13/2015"|$42,915.94
16675|"Isabella"|"Fields"|"5298 Consectetuer, Ave"|"Swan Hill"|"VIC"|3585|"flood"|"09/16/2014"|$43,867.28
16687|"Brynn"|"Bush"|"5173 Eu Road"|"Greater Hobart"|"TAS"|"#N/A"|"mud"|"11/22/2015"|$8,001.52
16699|"Cassidy"|"Jones"|"1956 Sapien, Street"|"Canberra"|"ACT"|2600|"breakage"|10/04/15|$25,218.39
16711|"Belle"|"Stanton"|"8063 Natoque Av."|"Redcliffe"|"QLD"|4020|"theft"|"05/24/2015"|$30,455.40
16723|"Ruth"|"Hurley"|"P.O. Box 290, 2335 Risus. St."|"Wodonga"|"VIC"|3689|"fire"|06/10/14|$37,415.42
16735|"Natalie"|"Blankenship"|"P.O. Box 251, 5655 Ridiculus Ave"|"Caloundra"|"QLD"|4551|"hail"|"09/23/2014"|$44,736.82
16747|"Veronica"|"Carver"|"Ap #621-2294 Magnis Av."|"Newcastle"|"NSW"|2300|"hail"|12/01/14|$44,511.16
16759|"Jillian"|"Haney"|"P.O. Box 185, 8791 Nunc St."|"Moe"|"VIC"|3825|"fire"|07/05/14|$44,826.82
16771|"Scarlett"|"Herman"|"3303 Sapien, St."|"Bairnsdale"|"VIC"|3875|"flood"|"03/22/2016"|$16,175.37
16783|"Fiona"|"Tanner"|"8055 Id, Road"|"South Perth"|"WA"|6151|"breakage"|"02/20/2016"|$21,729.40
16795|"Brenna"|"Rich"|"P.O. Box 922, 7765 Tortor Street"|"Broken Hill"|"NSW"|2880|"breakage"|12/03/14|$35,557.29
16807|"Melyssa"|"Medina"|"P.O. Box 892, 1018 Pede. Rd."|"Liverpool"|"NSW"|1871|"flood"|"08/22/2015"|$12,693.55
16819|"Rana"|"Fernandez"|"6958 Aliquet Rd."|"Swan"|"WA"|"#N/A"|"mud"|"04/26/2016"|$34,680.77
16831|"Hollee"|"Mcintosh"|"Ap #771-124 Quis St."|"Logan City"|"QLD"|"#N/A"|"mud"|"05/30/2015"|$28,277.62
16843|"Kiona"|"Simon"|"P.O. Box 693, 5886 Urna. Rd."|"Ballarat"|"VIC"|3350|"flood"|11/08/14|$15,527.57
16855|"Tana"|"Brady"|"P.O. Box 914, 4073 Fusce Av."|"Liverpool"|"NSW"|1871|"flood"|07/03/14|$15,207.34
16867|"Shafira"|"Hood"|"4167 Accumsan Street"|"Geraldton-Greenough"|"WA"|"#N/A"|"flood"|08/10/14|$4,681.78
16879|"Uta"|"Palmer"|"P.O. Box 872, 3009 Placerat. Road"|"Wanneroo"|"WA"|6065|"flood"|"11/14/2015"|$37,681.79
16891|"Amy"|"Cantu"|"3501 Lacus. Road"|"Greater Hobart"|"TAS"|"#N/A"|"flood"|09/07/14|$13,663.43
16903|"Celeste"|"Hunter"|"P.O. Box 238, 1191 Cras Rd."|"Goulburn"|"NSW"|2580|"flood"|"09/28/2014"|$35,568.26
16915|"Tara"|"Hood"|"P.O. Box 902, 2310 Odio Av."|"Newcastle"|"NSW"|2300|"fire"|06/05/15|$5,570.65
16927|"Cleo"|"Mcpherson"|"Ap #514-120 Non St."|"Gladstone"|"QLD"|4680|"hail"|11/02/14|$20,233.46
16939|"Bianca"|"Shepherd"|"1253 Mi, Avenue"|"Wollongong"|"NSW"|2500|"mud"|09/11/15|$12,930.52
16951|"Idola"|"Donovan"|"P.O. Box 424, 2073 Turpis Street"|"Bendigo"|"VIC"|3550|"hail"|"11/17/2015"|$26,977.99
16963|"Buffy"|"Phillips"|"5087 Varius Street"|"Bairnsdale"|"VIC"|3875|"theft"|"07/29/2015"|$37,527.58
16975|"Dacey"|"Snow"|"P.O. Box 290, 6142 Nunc St."|"Grafton"|"NSW"|2460|"hail"|01/10/15|$41,364.23
16987|"Sydnee"|"Tillman"|"Ap #111-220 Aenean Rd."|"Ipswich"|"QLD"|4305|"fire"|"11/16/2015"|$34,307.50
16999|"Ivana"|"Finley"|"6440 Vestibulum St."|"Liverpool"|"NSW"|1871|"flood"|"02/25/2015"|$42,108.61
17011|"Charde"|"Soto"|"Ap #294-4705 Mauris Av."|"Devonport"|"TAS"|7310|"breakage"|"06/25/2015"|$21,321.63
17023|"Melanie"|"Barron"|"888-2801 A, Rd."|"Rockingham"|"WA"|6168|"flood"|"08/15/2015"|$24,744.93
17035|"Fiona"|"Castro"|"Ap #685-698 Sed Rd."|"Dandenong"|"VIC"|3175|"mud"|"06/20/2015"|$49,305.22
17047|"Erin"|"Odonnell"|"P.O. Box 548, 7473 Non Avenue"|"Campbelltown"|"NSW"|2560|"breakage"|"12/13/2014"|$21,965.99
17059|"Leigh"|"Conner"|"4831 Libero. Road"|"Swan Hill"|"VIC"|3585|"flood"|05/09/14|$12,475.31
17071|"Reagan"|"Hickman"|"P.O. Box 683, 5831 Nam Av."|"Cairns"|"QLD"|4870|"flood"|"11/17/2015"|$15,712.08
17083|"Venus"|"Dominguez"|"8944 Integer Ave"|"Tamworth"|"NSW"|2340|"breakage"|"07/16/2014"|$49,324.15
17095|"Libby"|"Short"|"P.O. Box 849, 7284 Neque. Rd."|"Whyalla"|"SA"|5600|"fire"|02/05/15|$49,930.62
17107|"Marcia"|"Salinas"|"P.O. Box 483, 4285 Egestas Av."|"Geraldton-Greenough"|"WA"|"#N/A"|"breakage"|"12/15/2014"|$27,475.66
17119|"Fay"|"Rogers"|"8321 Sed Ave"|"Sydney"|"NSW"|2000|"theft"|"12/27/2015"|$23,789.13
17131|"Laura"|"Alexander"|"8572 Facilisis Rd."|"Mackay"|"QLD"|4740|"fire"|09/11/15|$20,747.65
17143|"Rhea"|"Sosa"|"956-5158 Aliquet. Road"|"Moe"|"VIC"|3825|"hail"|12/07/15|$25,360.15
17155|"Darrel"|"Velasquez"|"2595 A, St."|"Moe"|"VIC"|3825|"fire"|11/07/15|$45,635.96
17167|"Aimee"|"Mueller"|"P.O. Box 243, 8986 Felis Av."|"Melton"|"VIC"|3337|"breakage"|"09/27/2014"|$46,522.51
17179|"Jeanette"|"Newton"|"P.O. Box 985, 7213 Est. St."|"Melbourne"|"VIC"|3000|"fire"|"11/17/2015"|$46,956.27
17191|"Alexandra"|"Coffey"|"Ap #765-5631 Turpis. Rd."|"Dubbo"|"NSW"|2830|"flood"|"04/17/2016"|$9,663.39
17203|"Iliana"|"Kelley"|"630 Egestas. Rd."|"Mount Gambier"|"SA"|5290|"theft"|02/12/15|$18,329.69
17215|"Indigo"|"Hawkins"|"P.O. Box 868, 7928 Vel Rd."|"Broken Hill"|"NSW"|2880|"theft"|06/12/14|$37,541.22
17227|"Lara"|"Beach"|"2079 Donec Rd."|"Cessnock"|"NSW"|2325|"hail"|07/01/15|$14,960.94
17239|"Ignacia"|"Mcdonald"|"2465 Nec Av."|"Stirling"|"WA"|6021|"mud"|"10/29/2015"|$13,980.21
17251|"Xaviera"|"English"|"P.O. Box 132, 9963 Nunc Rd."|"Wollongong"|"NSW"|2500|"fire"|09/03/14|$35,545.20
17263|"Kameko"|"Hancock"|"374-6855 Euismod Rd."|"Dubbo"|"NSW"|2830|"fire"|"07/26/2014"|$49,686.30
17275|"Selma"|"Conway"|"P.O. Box 174, 2612 In Road"|"Belmont"|"WA"|6104|"fire"|"10/23/2014"|$4,886.56
17287|"Belle"|"Miranda"|"2241 Lorem, Ave"|"Parramatta"|"NSW"|1740|"breakage"|"05/13/2015"|$23,941.89
17299|"Macey"|"Jenkins"|"568-6965 Orci. Av."|"Ararat"|"VIC"|3377|"hail"|08/12/14|$23,864.02
17311|"Teagan"|"Pace"|"495-6410 A Rd."|"Bendigo"|"VIC"|3550|"breakage"|"10/29/2015"|$2,005.16
17323|"Roary"|"Mercado"|"921-5447 Sapien. Rd."|"Bathurst"|"NSW"|2795|"flood"|"03/22/2015"|$25,255.80
17335|"Lana"|"Kelly"|"Ap #624-2120 Est Road"|"Bundaberg"|"QLD"|4670|"breakage"|"11/27/2015"|$46,868.71
17347|"Aspen"|"Walker"|"Ap #654-4821 Ac Av."|"Rockingham"|"WA"|6168|"fire"|"07/24/2015"|$4,471.90
17359|"Simone"|"Richard"|"P.O. Box 164, 9332 Imperdiet Rd."|"Dubbo"|"NSW"|2830|"fire"|04/12/16|$30,650.41
17371|"Kaden"|"Winters"|"P.O. Box 819, 7799 Sed St."|"Dubbo"|"NSW"|2830|"theft"|"02/27/2016"|$5,662.29
17383|"Sarah"|"Joseph"|"370-6999 Proin St."|"Redcliffe"|"QLD"|4020|"theft"|12/04/15|$13,047.01
17395|"Amena"|"Sweet"|"2318 Mauris Avenue"|"Campbelltown"|"NSW"|2560|"flood"|12/06/15|$37,475.84
17407|"Madeson"|"Gray"|"3880 Scelerisque Rd."|"Sydney"|"NSW"|2000|"fire"|"09/27/2015"|$7,155.83
17419|"Paula"|"Walls"|"4418 Morbi St."|"Grafton"|"NSW"|2460|"flood"|07/04/15|$23,106.60
17431|"Leila"|"Burgess"|"Ap #388-9148 Ipsum. Av."|"Parramatta"|"NSW"|1740|"hail"|"10/13/2015"|$31,616.48
17443|"Wendy"|"Mcgee"|"P.O. Box 887, 177 Per Av."|"Port Lincoln"|"SA"|5606|"theft"|10/04/15|$22,353.30
17455|"Rebekah"|"Snow"|"Ap #837-8913 Quisque Rd."|"Sydney"|"NSW"|2000|"hail"|"08/21/2014"|$16,007.18
17467|"Cheryl"|"Cross"|"Ap #864-2467 Vel St."|"Shepparton"|"VIC"|3630|"hail"|"04/18/2015"|$37,563.99
17479|"Mercedes"|"Weber"|"541-5955 Sem Av."|"Geelong"|"VIC"|3220|"hail"|"08/20/2014"|$44,904.16
17491|"Ori"|"Hinton"|"592-8042 Nullam Ave"|"Sydney"|"NSW"|2000|"fire"|"10/25/2014"|$48,135.59
17503|"Cynthia"|"Weeks"|"Ap #308-268 In Ave"|"Blue Mountains"|"NSW"|"#N/A"|"breakage"|11/09/15|$2,681.47
17515|"Petra"|"Keller"|"Ap #786-5987 Nulla. St."|"Dubbo"|"NSW"|2830|"flood"|"01/28/2016"|$1,377.95
17527|"Xena"|"Sexton"|"P.O. Box 304, 2559 Sem. Rd."|"Belmont"|"WA"|6104|"mud"|01/05/16|$27,773.20
17539|"Autumn"|"Bush"|"Ap #788-9918 Eu, Av."|"Townsville"|"QLD"|4810|"breakage"|"07/13/2014"|$6,353.00
17551|"Maya"|"Oneill"|"4765 At Road"|"Newcastle"|"NSW"|2300|"hail"|"09/20/2014"|$35,474.43
17563|"Stella"|"Vincent"|"432-4406 Egestas. Av."|"Dubbo"|"NSW"|2830|"fire"|07/12/15|$45,310.49
17575|"Rachel"|"Cruz"|"P.O. Box 767, 5272 Sit Ave"|"Frankston"|"VIC"|3199|"hail"|11/07/14|$29,761.01
17587|"Kaye"|"Holder"|"P.O. Box 782, 6414 Enim, St."|"Canberra"|"ACT"|2600|"breakage"|05/03/15|$21,072.64
17599|"Daryl"|"Mcfadden"|"P.O. Box 433, 7831 Varius. Av."|"Campbelltown"|"NSW"|2560|"breakage"|07/05/15|$5,332.45
17611|"Amela"|"Padilla"|"Ap #983-6384 Sed Street"|"Nedlands"|"WA"|6009|"breakage"|10/07/14|$39,744.38
17623|"Debra"|"Mclaughlin"|"917-7412 Cum Avenue"|"Wangaratta"|"VIC"|3676|"fire"|02/03/15|$34,750.82
17635|"Hilary"|"Stevens"|"998-2257 Pellentesque Rd."|"Dandenong"|"VIC"|3175|"breakage"|"12/26/2015"|$43,061.43
17647|"Inga"|"Lara"|"560 Phasellus Street"|"Bundaberg"|"QLD"|4670|"hail"|11/11/15|$34,567.55
17659|"Brenna"|"Gregory"|"4258 Tincidunt St."|"Caloundra"|"QLD"|4551|"theft"|01/10/16|$46,336.25
17671|"Yoko"|"Gibson"|"P.O. Box 646, 4470 Ac, Rd."|"Albury"|"NSW"|2640|"mud"|10/08/14|$14,474.96
17683|"Kelsie"|"Hooper"|"1915 A Rd."|"Wangaratta"|"VIC"|3676|"theft"|11/01/15|$44,605.74
17695|"Allegra"|"Thompson"|"P.O. Box 281, 7740 Pellentesque, Avenue"|"Wodonga"|"VIC"|3689|"breakage"|"08/27/2014"|$27,776.83
17707|"Summer"|"Gilbert"|"4040 Vel Ave"|"Redlands"|"QLD"|"#N/A"|"hail"|06/05/14|$44,941.69
17719|"Maite"|"Peterson"|"9731 Ligula. Avenue"|"Sale"|"VIC"|3850|"flood"|08/02/15|$48,008.61
17731|"Cheyenne"|"Gutierrez"|"Ap #466-9601 Maecenas Avenue"|"Penrith"|"NSW"|2750|"mud"|"06/26/2014"|$22,314.60
17743|"Laura"|"Lowe"|"Ap #854-970 Curabitur Road"|"Goulburn"|"NSW"|2580|"fire"|02/12/15|$22,534.40
17755|"Noelle"|"Stevens"|"787-928 Velit Av."|"Hamilton"|"VIC"|3300|"hail"|"12/30/2015"|$31,026.59
17767|"Dominique"|"Langley"|"P.O. Box 868, 3290 Sed St."|"Parramatta"|"NSW"|1740|"flood"|"07/16/2015"|$38,270.81
17779|"Janna"|"Frost"|"Ap #134-8211 Blandit Rd."|"Melbourne"|"VIC"|3000|"flood"|06/02/14|$44,757.31
17791|"Vivian"|"Patton"|"Ap #606-2348 Neque Rd."|"Swan Hill"|"VIC"|3585|"theft"|06/11/14|$24,108.81
17803|"Shelly"|"Cline"|"Ap #605-1767 Ligula. Rd."|"Orange"|"NSW"|2800|"fire"|"10/23/2015"|$26,424.83
17815|"Candice"|"Sutton"|"P.O. Box 268, 8070 Molestie. Av."|"Albury"|"NSW"|2640|"breakage"|"02/17/2015"|$49,175.40
17827|"Beverly"|"Summers"|"Ap #875-7104 Quam Ave"|"Mildura"|"VIC"|3500|"flood"|"10/16/2015"|$27,663.34
17839|"Abigail"|"Mendoza"|"3893 Semper Street"|"Orange"|"NSW"|2800|"hail"|10/01/15|$1,155.38
17851|"Hilary"|"Payne"|"7931 Nostra, Road"|"Murray Bridge"|"SA"|5253|"hail"|"10/29/2015"|$8,240.65
17863|"Noelani"|"Ware"|"8989 Tristique Rd."|"Penrith"|"NSW"|2750|"theft"|"03/19/2015"|$13,047.95
17875|"Casey"|"Daniels"|"Ap #659-4275 Ut Rd."|"Campbelltown"|"NSW"|2560|"fire"|"05/25/2014"|$34,451.66
17887|"Lucy"|"Robertson"|"Ap #754-2019 Eget, Ave"|"Townsville"|"QLD"|4810|"theft"|"12/15/2015"|$49,509.19
17899|"Sloane"|"Allen"|"6549 Nibh Avenue"|"Mackay"|"QLD"|4740|"fire"|"02/21/2016"|$30,255.55
17911|"Xyla"|"Zimmerman"|"3436 In Rd."|"Townsville"|"QLD"|4810|"fire"|06/08/15|$45,511.54
17923|"Laura"|"Barber"|"Ap #100-2529 Lectus, Rd."|"Mildura"|"VIC"|3500|"breakage"|09/10/15|$26,407.73
17935|"Yen"|"Small"|"8698 Dolor Rd."|"Melbourne"|"VIC"|3000|"flood"|"04/29/2016"|$6,802.00
17947|"Megan"|"Owens"|"662-9645 Mauris St."|"Benalla"|"VIC"|3671|"theft"|12/09/14|$13,354.68
17959|"Ila"|"Griffin"|"9862 Quis Ave"|"Darwin"|"NT"|"#N/A"|"theft"|04/01/15|$46,473.50
17971|"Dai"|"Rhodes"|"7050 Est. Ave"|"Penrith"|"NSW"|2750|"flood"|"04/29/2015"|$14,811.71
17983|"Victoria"|"Farmer"|"8039 Neque Av."|"Mount Isa"|"QLD"|4825|"hail"|"03/24/2015"|$20,126.35
17995|"Maite"|"Ayala"|"P.O. Box 708, 8111 Nullam Rd."|"Traralgon"|"VIC"|3844|"hail"|07/09/14|$15,359.51
18007|"Shannon"|"Molina"|"Ap #328-2426 Egestas Rd."|"Mildura"|"VIC"|3500|"hail"|10/11/15|$40,001.23
18019|"Minerva"|"Holland"|"Ap #593-9311 Molestie. Rd."|"Liverpool"|"NSW"|1871|"theft"|"04/25/2015"|$28,354.25
18031|"Zia"|"Malone"|"Ap #540-4460 Turpis St."|"Whyalla"|"SA"|5600|"flood"|09/12/15|$30,615.47
